Barcode;yaaY;ybiJ;yfaQ;yibN;yijD
ESC_AB9080AA_AS;1;1;1;1;1
ESC_AB9081AA_AS;1;1;1;1;1
ESC_AB9082AA_AS;1;1;1;1;1
ESC_AB9083AA_AS;1;1;1;1;1
ESC_AB9084AA_AS;1;1;1;1;1
ESC_AB9085AA_AS;1;1;1;1;1
ESC_AB9086AA_AS;1;1;1;1;1
ESC_AB9087AA_AS;1;1;1;1;1
ESC_AB9088AA_AS;1;1;1;1;1
ESC_AB9090AA_AS;1;1;1;1;1
ESC_AB9093AA_AS;1;1;.;1;1
ESC_AB9094AA_AS;1;1;1;1;1
ESC_AB9095AA_AS;1;1;1;1;1
ESC_AB9096AA_AS;1;1;1;1;1
ESC_AB9097AA_AS;1;1;1;1;1
ESC_AB9098AA_AS;1;1;1;1;1
ESC_AB9099AA_AS;1;1;1;1;1
ESC_AB9100AA_AS;1;1;1;1;1
ESC_AB9101AA_AS;1;1;1;1;1
ESC_AB9102AA_AS;1;1;1;1;1
ESC_AB9103AA_AS;1;1;1;1;1
ESC_AB9104AA_AS;1;1;1;1;1
ESC_AB9105AA_AS;1;1;1;1;1
ESC_AB9106AA_AS;1;1;1;1;1
ESC_AB9107AA_AS;1;1;1;1;1
ESC_AB9911AA_AS;1;1;1;1;1
ESC_AB9913AA_AS;1;1;1;1;1
ESC_AC0001AA_AS;1;1;1;1;1
ESC_AC0002AA_AS;1;1;1;1;1
ESC_AC0003AA_AS;1;1;1;1;1
ESC_AC0004AA_AS;1;1;1;1;1
ESC_AC0005AA_AS;1;1;1;1;1
ESC_AC0006AA_AS;1;1;1;1;1
ESC_AC0007AA_AS;1;1;1;1;1
ESC_AC0008AA_AS;1;1;1;1;1
ESC_AC0009AA_AS;1;1;1;1;1
ESC_AC0010AA_AS;1;1;1;1;1
ESC_AC0011AA_AS;1;1;1;1;1
ESC_AC0012AA_AS;1;1;1;1;1
ESC_AC0013AA_AS;1;1;1;1;1
ESC_AC0014AA_AS;1;1;1;1;1
ESC_AC0016AA_AS;1;1;1;1;1
ESC_AC0017AA_AS;1;1;1;1;1
ESC_AC0018AA_AS;1;1;.;1;1
ESC_AC0019AA_AS;1;1;1;1;1
ESC_AC0020AA_AS;1;1;1;1;1
ESC_AC0021AA_AS;1;1;1;1;1
ESC_AC0022AA_AS;1;1;1;1;1
ESC_AC0023AA_AS;1;1;1;1;1
ESC_AC0024AA_AS;1;1;1;1;1
ESC_AC0026AA_AS;1;1;1;1;1
ESC_AC0027AA_AS;1;1;1;1;1
ESC_AC0029AA_AS;1;1;1;1;1
ESC_AC0030AA_AS;1;1;1;1;1
ESC_AC0032AA_AS;1;1;1;1;1
ESC_AC0033AA_AS;1;1;1;1;1
ESC_AC0034AA_AS;1;1;1;1;1
ESC_AC0035AA_AS;1;1;1;1;1
ESC_AC0036AA_AS;1;1;1;1;1
ESC_AC0037AA_AS;1;1;1;1;1
ESC_AC0038AA_AS;1;1;1;1;1
ESC_AC0039AA_AS;1;1;1;1;1
ESC_AC0040AA_AS;1;1;1;1;1
ESC_AC0041AA_AS;1;1;1;1;1
ESC_AC0042AA_AS;1;1;1;1;1
ESC_AC0043AA_AS;1;1;1;1;1
ESC_AC0044AA_AS;1;1;1;1;1
ESC_AC0045AA_AS;1;1;1;1;1
ESC_AC0046AA_AS;1;1;1;1;1
ESC_AC0047AA_AS;1;1;1;1;1
ESC_AC0048AA_AS;1;1;1;1;1
ESC_AC0049AA_AS;1;1;1;1;1
ESC_AC0050AA_AS;1;1;1;1;1
ESC_AC0051AA_AS;1;1;1;1;1
ESC_AC0053AA_AS;1;1;1;1;1
ESC_AC0054AA_AS;1;1;1;1;1
ESC_AC0055AA_AS;1;1;1;1;1
ESC_AC0056AA_AS;1;1;1;1;1
ESC_AC0057AA_AS;1;1;1;1;1
ESC_AC0058AA_AS;1;1;1;1;1
ESC_AC0059AA_AS;1;1;1;1;1
ESC_AC0060AA_AS;1;1;1;1;1
ESC_AC0061AA_AS;1;1;1;1;1
ESC_AC0062AA_AS;1;1;1;1;1
ESC_AC0063AA_AS;1;1;1;1;1
ESC_AC0064AA_AS;1;1;1;1;1
ESC_AC0066AA_AS;1;1;1;1;1
ESC_AC0067AA_AS;1;1;1;1;1
ESC_AC0069AA_AS;1;1;1;1;1
ESC_AC0070AA_AS;1;1;1;1;1
ESC_AC0071AA_AS;1;1;1;1;1
ESC_AC0074AA_AS;1;1;1;1;1
ESC_AC0075AA_AS;1;1;1;1;1
ESC_AC0076AA_AS;1;1;1;1;1
ESC_AC0077AA_AS;1;1;1;1;1
ESC_AC0080AA_AS;1;1;1;1;1
ESC_AC0081AA_AS;1;1;1;1;1
ESC_AC0082AA_AS;1;1;1;1;1
ESC_AC0084AA_AS;1;1;1;1;1
ESC_AC0086AA_AS;1;1;1;1;1
ESC_AC0091AA_AS;1;1;1;1;1
ESC_AC0092AA_AS;1;1;1;1;1
ESC_AC0093AA_AS;1;1;1;1;1
ESC_AC0097AA_AS;1;1;1;1;1
ESC_AC0098AA_AS;1;1;1;1;1
ESC_AC0099AA_AS;1;1;1;1;1
ESC_AC0100AA_AS;1;1;1;1;1
ESC_AC0101AA_AS;1;1;1;1;1
ESC_AC0102AA_AS;1;1;1;1;1
ESC_AC0103AA_AS;1;1;1;1;1
ESC_AC0104AA_AS;1;1;1;1;1
ESC_AC0105AA_AS;1;1;1;1;1
ESC_AC0106AA_AS;1;1;1;1;1
ESC_AC0107AA_AS;1;1;1;1;1
ESC_AC0108AA_AS;1;1;1;1;1
ESC_AC0109AA_AS;1;1;1;1;1
ESC_AC0110AA_AS;1;1;1;1;1
ESC_AC0112AA_AS;1;1;1;1;1
ESC_AC0113AA_AS;1;1;1;1;1
ESC_AC0114AA_AS;1;1;1;1;1
ESC_AC0115AA_AS;1;1;1;1;1
ESC_AC0116AA_AS;1;1;1;1;1
ESC_AC0117AA_AS;1;1;1;1;1
ESC_AC0118AA_AS;1;1;1;1;1
ESC_AC0119AA_AS;1;1;1;1;1
ESC_AC0120AA_AS;1;1;1;1;1
ESC_AC0121AA_AS;1;1;1;1;1
ESC_AC0123AA_AS;1;1;1;1;1
ESC_AC0124AA_AS;1;1;1;1;1
ESC_AC0125AA_AS;1;1;1;1;1
ESC_AC0126AA_AS;1;1;1;1;1
ESC_AC0127AA_AS;1;1;1;1;1
ESC_AC0128AA_AS;1;1;1;1;1
ESC_AC0129AA_AS;1;1;1;1;1
ESC_AC0130AA_AS;1;1;1;1;1
ESC_AC0131AA_AS;1;1;1;1;1
ESC_AC0132AA_AS;1;1;1;1;1
ESC_AC0133AA_AS;1;1;1;1;1
ESC_AC0134AA_AS;1;1;1;1;1
ESC_AC0136AA_AS;1;1;1;1;1
ESC_AC0137AA_AS;1;1;1;1;1
ESC_AC0138AA_AS;1;1;1;1;1
ESC_AC0139AA_AS;1;1;1;1;1
ESC_AC0140AA_AS;1;1;1;1;1
ESC_AC0141AA_AS;1;1;1;1;1
ESC_AC0142AA_AS;1;1;1;1;1
ESC_AC0143AA_AS;1;1;1;1;1
ESC_AC0144AA_AS;1;1;1;1;1
ESC_AC0145AA_AS;1;1;1;1;1
ESC_AC0146AA_AS;1;1;1;1;1
ESC_AC0147AA_AS;1;1;1;1;1
ESC_AC0148AA_AS;1;1;1;1;1
ESC_AC0149AA_AS;1;1;1;1;1
ESC_AC0150AA_AS;1;1;1;1;1
ESC_AC0151AA_AS;1;1;1;1;1
ESC_AC0152AA_AS;1;1;1;1;1
ESC_AC0153AA_AS;1;1;1;1;1
ESC_AC0154AA_AS;1;1;1;1;1
ESC_AC0155AA_AS;1;1;1;1;1
ESC_AC0156AA_AS;1;1;1;1;1
ESC_AC0157AA_AS;1;1;1;1;1
ESC_AC0158AA_AS;1;1;1;1;1
ESC_AC0159AA_AS;1;1;1;1;1
ESC_AC0161AA_AS;1;1;1;1;1
ESC_AC0162AA_AS;1;1;1;1;1
ESC_AC0163AA_AS;1;1;1;1;1
ESC_AC0164AA_AS;1;1;1;1;1
ESC_AC0165AA_AS;1;1;1;1;1
ESC_AC0166AA_AS;1;1;1;1;1
ESC_AC0167AA_AS;1;1;1;1;1
ESC_AC0168AA_AS;1;1;1;1;1
ESC_AC0169AA_AS;1;1;1;1;1
ESC_AC0170AA_AS;1;1;1;1;1
ESC_AC0171AA_AS;1;1;1;1;1
ESC_AC0172AA_AS;1;1;1;1;1
ESC_AC0173AA_AS;1;1;1;1;1
ESC_AC0174AA_AS;1;1;1;1;1
ESC_AC0175AA_AS;1;1;1;1;1
ESC_AC0176AA_AS;1;1;1;1;1
ESC_AC0177AA_AS;1;1;1;1;1
ESC_AC0178AA_AS;1;1;1;1;1
ESC_AC0179AA_AS;1;1;1;1;1
ESC_AC0180AA_AS;1;1;1;1;1
ESC_AC0181AA_AS;1;1;1;1;1
ESC_AC0182AA_AS;1;1;1;1;1
ESC_AC0183AA_AS;1;1;1;1;1
ESC_AC0184AA_AS;1;1;1;1;1
ESC_AC0185AA_AS;1;1;1;1;1
ESC_AC0186AA_AS;1;1;1;1;1
ESC_AC0187AA_AS;1;1;1;1;1
ESC_AC0188AA_AS;1;1;1;1;1
ESC_AC0189AA_AS;1;1;1;1;1
ESC_AC0190AA_AS;1;1;1;1;1
ESC_AC0191AA_AS;1;1;1;1;1
ESC_AC0192AA_AS;1;1;1;1;1
ESC_AC0193AA_AS;1;1;1;1;1
ESC_AC0194AA_AS;1;1;1;1;1
ESC_AC0195AA_AS;1;1;1;1;1
ESC_AC0196AA_AS;1;1;1;1;1
ESC_AC0197AA_AS;1;1;1;1;1
ESC_AC0198AA_AS;1;1;1;1;1
ESC_AC0199AA_AS;1;1;1;1;1
ESC_AC0200AA_AS;1;1;1;1;1
ESC_AC0201AA_AS;1;1;1;1;1
ESC_AC0202AA_AS;1;1;1;1;1
ESC_AC0203AA_AS;1;1;1;1;1
ESC_AC0204AA_AS;1;1;1;1;1
ESC_AC0205AA_AS;1;1;1;1;1
ESC_AC0206AA_AS;1;1;1;1;1
ESC_AC0207AA_AS;1;1;1;1;1
ESC_AC0208AA_AS;1;1;1;1;1
ESC_AC0209AA_AS;1;1;1;1;1
ESC_AC0210AA_AS;1;1;1;1;1
ESC_AC0211AA_AS;1;1;1;1;1
ESC_AC0213AA_AS;1;1;1;1;1
ESC_AC0214AA_AS;1;1;1;1;1
ESC_AC0215AA_AS;1;1;1;1;1
ESC_AC0216AA_AS;1;1;1;1;1
ESC_AC0217AA_AS;1;1;1;1;1
ESC_AC0218AA_AS;1;1;1;1;1
ESC_AC0219AA_AS;1;1;1;1;1
ESC_AC0220AA_AS;1;1;1;1;1
ESC_AC0221AA_AS;1;1;1;1;1
ESC_AC0222AA_AS;1;1;1;1;1
ESC_AC0223AA_AS;1;1;1;1;1
ESC_AC0224AA_AS;1;1;1;1;1
ESC_AC0225AA_AS;1;1;1;1;1
ESC_AC0226AA_AS;1;1;1;1;1
ESC_AC0227AA_AS;1;1;1;1;1
ESC_AC0228AA_AS;1;1;1;1;1
ESC_AC0229AA_AS;1;1;1;1;1
ESC_AC0230AA_AS;1;1;1;1;1
ESC_AC0231AA_AS;1;1;1;1;1
ESC_AC0232AA_AS;1;1;1;1;1
ESC_AC0233AA_AS;1;1;1;1;1
ESC_AC0234AA_AS;1;1;1;1;1
ESC_AC0235AA_AS;1;1;1;1;1
ESC_AC0236AA_AS;1;1;1;1;1
ESC_AC0237AA_AS;1;1;1;1;1
ESC_AC0238AA_AS;1;1;1;1;1
ESC_AC0239AA_AS;1;1;1;1;1
ESC_AC0240AA_AS;1;1;1;1;1
ESC_AC0241AA_AS;1;1;1;1;1
ESC_AC0242AA_AS;1;1;1;1;1
ESC_AC0243AA_AS;1;1;1;1;1
ESC_AC0244AA_AS;1;1;1;1;1
ESC_AC0245AA_AS;1;1;1;1;1
ESC_AC0246AA_AS;1;1;1;1;1
ESC_AC0247AA_AS;1;1;1;1;1
ESC_AC0248AA_AS;1;1;1;1;1
ESC_AC0249AA_AS;1;1;1;1;1
ESC_AC0250AA_AS;1;1;1;1;1
ESC_AC0251AA_AS;1;1;1;1;1
ESC_AC0252AA_AS;1;1;1;1;1
ESC_AC0253AA_AS;1;1;1;1;1
ESC_AC0254AA_AS;1;1;1;1;1
ESC_AC0255AA_AS;1;1;1;1;1
ESC_AC0256AA_AS;1;1;1;1;1
ESC_AC0257AA_AS;1;1;1;1;1
ESC_AC0258AA_AS;1;1;1;1;1
ESC_AC0259AA_AS;1;1;1;1;1
ESC_AC0260AA_AS;1;1;1;1;1
ESC_AC0261AA_AS;1;1;1;1;1
ESC_AC0262AA_AS;1;1;1;1;1
ESC_AC0263AA_AS;1;1;1;1;1
ESC_AC0264AA_AS;1;1;1;1;1
ESC_AC0265AA_AS;1;1;1;1;1
ESC_AC0266AA_AS;1;1;1;1;1
ESC_AC0267AA_AS;1;1;1;1;1
ESC_AC0268AA_AS;1;1;1;1;1
ESC_AC0269AA_AS;1;1;1;1;1
ESC_AC0270AA_AS;1;1;1;1;1
ESC_AC0271AA_AS;1;1;1;1;1
ESC_AC0272AA_AS;1;1;1;1;1
ESC_AC0273AA_AS;1;1;1;1;1
ESC_AC0274AA_AS;1;1;1;1;1
ESC_AC0275AA_AS;1;1;1;1;1
ESC_AC0276AA_AS;1;1;1;1;1
ESC_AC0277AA_AS;1;1;1;1;1
ESC_AC0278AA_AS;1;1;1;1;1
ESC_AC0279AA_AS;1;1;1;1;1
ESC_AC0280AA_AS;1;1;1;1;1
ESC_AC0281AA_AS;1;1;1;1;1
ESC_AC0282AA_AS;1;1;1;1;1
ESC_AC0283AA_AS;1;1;1;1;1
ESC_AC0284AA_AS;1;1;1;1;1
ESC_AC0285AA_AS;1;1;1;1;1
ESC_AC0286AA_AS;1;1;1;1;1
ESC_AC0287AA_AS;1;1;1;1;1
ESC_AC0288AA_AS;1;1;1;1;1
ESC_AC0289AA_AS;1;1;1;1;1
ESC_AC0290AA_AS;1;1;1;1;1
ESC_AC0291AA_AS;1;1;1;1;1
ESC_AC0292AA_AS;1;1;1;1;1
ESC_AC0293AA_AS;1;1;1;1;1
ESC_AC0294AA_AS;1;1;1;1;1
ESC_AC0295AA_AS;1;1;1;1;1
ESC_AC0296AA_AS;1;1;1;1;1
ESC_AC0297AA_AS;1;1;1;1;1
ESC_AC0298AA_AS;1;1;1;1;1
ESC_AC0299AA_AS;1;1;1;1;1
ESC_AC0300AA_AS;1;1;1;1;1
ESC_AC0301AA_AS;1;1;1;1;1
ESC_AC0302AA_AS;1;1;1;1;1
ESC_AC0303AA_AS;1;1;1;1;1
ESC_AC0304AA_AS;1;1;1;1;1
ESC_AC0305AA_AS;1;1;1;1;1
ESC_AC0306AA_AS;1;1;1;1;1
ESC_AC0307AA_AS;1;1;1;1;1
ESC_AC0308AA_AS;1;1;1;1;1
ESC_AC0309AA_AS;1;1;1;1;1
ESC_AC0310AA_AS;1;1;1;1;1
ESC_AC0311AA_AS;1;1;1;1;1
ESC_AC0312AA_AS;1;1;1;1;1
ESC_AC0313AA_AS;1;1;1;1;1
ESC_AC0314AA_AS;1;1;1;1;1
ESC_AC0315AA_AS;1;1;1;1;1
ESC_AC0316AA_AS;1;1;1;1;1
ESC_AC0317AA_AS;1;1;1;1;1
ESC_AC0318AA_AS;1;1;1;1;1
ESC_AC0319AA_AS;1;1;1;1;1
ESC_AC0320AA_AS;1;1;1;1;1
ESC_AC0321AA_AS;1;1;1;1;1
ESC_AC0322AA_AS;1;1;1;1;1
ESC_AC0323AA_AS;1;1;1;1;1
ESC_AC0324AA_AS;1;1;1;1;1
ESC_AC0325AA_AS;1;1;1;1;1
ESC_AC0326AA_AS;1;1;1;1;1
ESC_AC0327AA_AS;1;1;1;1;1
ESC_AC0328AA_AS;1;1;1;1;1
ESC_AC0329AA_AS;1;1;1;1;1
ESC_AC0330AA_AS;1;1;1;1;1
ESC_AC0331AA_AS;1;1;1;1;1
ESC_AC0332AA_AS;1;1;1;1;1
ESC_AC0333AA_AS;1;1;1;1;1
ESC_AC0334AA_AS;1;1;1;1;1
ESC_AC0335AA_AS;1;1;1;1;1
ESC_AC0336AA_AS;1;1;1;1;1
ESC_AC0337AA_AS;1;1;1;1;1
ESC_AC0338AA_AS;1;1;1;1;1
ESC_AC0339AA_AS;1;1;1;1;1
ESC_AC0341AA_AS;1;1;1;1;1
ESC_AC0342AA_AS;1;1;1;1;1
ESC_AC0343AA_AS;1;1;1;1;1
ESC_AC0344AA_AS;1;1;1;1;1
ESC_AC0345AA_AS;1;1;1;1;1
ESC_AC0346AA_AS;1;1;1;1;1
ESC_AC0347AA_AS;1;1;1;1;1
ESC_AC0348AA_AS;1;1;1;1;1
ESC_AC0349AA_AS;1;1;1;1;1
ESC_AC0350AA_AS;1;1;1;1;1
ESC_AC0351AA_AS;1;1;1;1;1
ESC_AC0352AA_AS;1;1;1;1;1
ESC_AC0353AA_AS;1;1;1;1;1
ESC_AC0354AA_AS;1;1;1;1;1
ESC_AC0355AA_AS;1;1;1;1;1
ESC_AC0356AA_AS;1;1;1;1;1
ESC_AC0357AA_AS;1;1;1;1;1
ESC_AC0358AA_AS;1;1;1;1;1
ESC_AC0359AA_AS;1;1;1;1;1
ESC_AC0360AA_AS;1;1;1;1;1
ESC_AC0361AA_AS;1;1;1;1;1
ESC_AC0362AA_AS;1;1;1;1;1
ESC_AC0363AA_AS;1;1;1;1;1
ESC_AC0364AA_AS;1;1;1;1;1
ESC_AC0365AA_AS;1;1;1;1;1
ESC_AC0366AA_AS;1;1;1;1;1
ESC_AC0367AA_AS;1;1;1;1;1
ESC_AC0368AA_AS;1;1;1;1;1
ESC_AC0369AA_AS;1;1;1;1;1
ESC_AC0370AA_AS;1;1;1;1;1
ESC_AC0371AA_AS;1;1;1;1;1
ESC_AC0372AA_AS;1;1;1;1;1
ESC_AC0373AA_AS;1;1;1;1;1
ESC_AC0374AA_AS;1;1;1;1;1
ESC_AC0375AA_AS;1;1;1;1;1
ESC_AC0376AA_AS;1;1;1;1;1
ESC_AC0377AA_AS;1;1;1;1;1
ESC_AC0378AA_AS;1;1;1;1;1
ESC_AC0379AA_AS;1;1;1;1;1
ESC_AC0380AA_AS;1;1;1;1;1
ESC_AC0381AA_AS;1;1;1;1;1
ESC_AC0382AA_AS;1;1;1;1;1
ESC_AC0383AA_AS;1;1;1;1;1
ESC_AC0384AA_AS;1;1;1;1;1
ESC_AC0385AA_AS;1;1;1;1;1
ESC_AC0386AA_AS;1;1;1;1;1
ESC_AC0387AA_AS;1;1;1;1;1
ESC_AC0388AA_AS;1;1;1;1;1
ESC_AC0389AA_AS;1;1;1;1;1
ESC_AC0390AA_AS;1;1;1;1;1
ESC_AC0391AA_AS;1;1;1;1;1
ESC_AC0392AA_AS;1;1;1;1;1
ESC_AC0393AA_AS;1;1;1;1;1
ESC_AC0394AA_AS;1;1;1;1;1
ESC_AC0395AA_AS;1;1;1;1;1
ESC_AC0396AA_AS;1;1;1;1;1
ESC_AC0397AA_AS;1;1;1;1;1
ESC_AC0398AA_AS;1;1;1;1;1
ESC_AC0399AA_AS;1;1;1;1;1
ESC_AC0400AA_AS;1;1;1;1;1
ESC_AC0401AA_AS;1;1;1;1;1
ESC_AC0402AA_AS;1;1;1;1;1
ESC_AC0403AA_AS;1;1;1;1;1
ESC_AC0404AA_AS;1;1;1;1;1
ESC_AC0405AA_AS;1;1;1;1;1
ESC_AC0406AA_AS;1;1;1;1;1
ESC_AC0407AA_AS;1;1;1;1;1
ESC_AC0408AA_AS;1;1;1;1;1
ESC_AC0409AA_AS;1;1;1;1;1
ESC_AC0410AA_AS;1;1;1;1;1
ESC_AC0411AA_AS;1;1;1;1;1
ESC_AC0412AA_AS;1;1;1;1;1
ESC_AC0413AA_AS;1;1;1;1;1
ESC_AC0414AA_AS;1;1;1;1;1
ESC_AC0415AA_AS;1;1;1;1;1
ESC_AC0416AA_AS;1;1;1;1;1
ESC_AC0417AA_AS;1;1;1;1;1
ESC_AC0418AA_AS;1;1;1;1;1
ESC_AC0419AA_AS;1;1;1;1;1
ESC_AC0420AA_AS;1;1;1;1;1
ESC_AC0421AA_AS;1;1;1;1;1
ESC_AC0422AA_AS;1;1;1;1;1
ESC_AC0423AA_AS;1;1;1;1;1
ESC_AC0424AA_AS;1;1;1;1;1
ESC_AC0425AA_AS;1;1;1;1;1
ESC_AC0426AA_AS;1;1;1;1;1
ESC_AC0427AA_AS;1;1;1;1;1
ESC_AC0428AA_AS;1;1;1;1;1
ESC_AC0429AA_AS;1;1;1;1;1
ESC_AC0430AA_AS;1;1;1;1;1
ESC_AC0431AA_AS;1;1;1;1;1
ESC_AC0432AA_AS;1;1;1;1;1
ESC_AC0433AA_AS;1;1;1;1;1
ESC_AC0434AA_AS;1;1;1;1;1
ESC_AC0435AA_AS;1;1;1;1;1
ESC_AC0436AA_AS;1;1;1;1;1
ESC_AC0437AA_AS;1;1;1;1;1
ESC_AC0438AA_AS;1;1;1;1;1
ESC_AC0439AA_AS;1;1;1;1;1
ESC_AC0440AA_AS;1;1;1;1;1
ESC_AC0441AA_AS;1;1;1;1;1
ESC_AC0442AA_AS;1;1;1;1;1
ESC_AC0444AA_AS;1;1;1;1;1
ESC_AC0445AA_AS;1;1;1;1;1
ESC_AC0446AA_AS;1;1;1;1;1
ESC_AC0447AA_AS;1;1;1;1;1
ESC_AC0448AA_AS;1;1;1;1;1
ESC_AC0449AA_AS;1;1;1;1;1
ESC_AC0450AA_AS;1;1;1;1;1
ESC_AC0451AA_AS;1;1;1;1;1
ESC_AC0452AA_AS;1;1;1;1;1
ESC_AC0453AA_AS;1;1;1;1;1
ESC_AC0454AA_AS;1;1;1;1;1
ESC_AC0455AA_AS;1;1;1;1;1
ESC_AC0456AA_AS;1;1;1;1;1
ESC_AC0457AA_AS;1;1;1;1;1
ESC_AC0458AA_AS;1;1;1;1;1
ESC_AC0459AA_AS;1;1;1;1;1
ESC_AC0460AA_AS;1;1;1;1;1
ESC_AC0461AA_AS;1;1;1;1;1
ESC_AC0462AA_AS;1;1;1;1;1
ESC_AC0463AA_AS;1;1;1;1;1
ESC_AC0464AA_AS;1;1;1;1;1
ESC_AC0465AA_AS;1;1;1;1;1
ESC_AC0466AA_AS;1;1;1;1;1
ESC_AC0467AA_AS;1;1;1;1;1
ESC_AC0468AA_AS;1;1;1;1;1
ESC_AC0469AA_AS;1;1;1;1;1
ESC_AC0470AA_AS;1;1;1;1;1
ESC_AC0471AA_AS;1;1;1;1;1
ESC_AC0472AA_AS;1;1;1;1;1
ESC_AC0473AA_AS;1;1;1;1;1
ESC_AC0474AA_AS;1;1;1;1;1
ESC_AC0475AA_AS;1;1;1;1;1
ESC_AC0476AA_AS;1;1;1;1;1
ESC_AC0477AA_AS;1;1;1;1;1
ESC_AC0478AA_AS;1;1;1;1;1
ESC_AC0479AA_AS;1;1;1;1;1
ESC_AC0480AA_AS;1;1;1;1;1
ESC_AC0481AA_AS;1;1;1;1;1
ESC_AC0482AA_AS;1;1;1;1;1
ESC_AC0483AA_AS;1;1;1;1;1
ESC_AC0484AA_AS;1;1;1;1;1
ESC_AC0485AA_AS;1;1;1;1;1
ESC_AC0486AA_AS;1;1;1;1;1
ESC_AC0487AA_AS;1;1;1;1;1
ESC_AC0488AA_AS;1;1;1;1;1
ESC_AC0489AA_AS;1;1;1;1;1
ESC_AC0490AA_AS;1;1;1;1;1
ESC_AC0491AA_AS;1;1;1;1;1
ESC_AC0492AA_AS;1;1;1;1;1
ESC_AC0493AA_AS;1;1;1;1;1
ESC_AC0494AA_AS;1;1;1;1;1
ESC_AC0495AA_AS;1;1;1;1;1
ESC_AC0496AA_AS;1;1;1;1;1
ESC_AC0497AA_AS;1;1;1;1;1
ESC_AC0498AA_AS;1;1;1;1;1
ESC_AC0499AA_AS;1;1;1;1;1
ESC_AC0500AA_AS;1;1;1;1;1
ESC_AC0501AA_AS;1;1;1;1;1
ESC_AC0502AA_AS;1;1;1;1;1
ESC_AC0503AA_AS;1;1;1;1;1
ESC_AC0504AA_AS;1;1;1;1;1
ESC_AC0505AA_AS;1;1;1;1;1
ESC_AC0506AA_AS;1;1;1;1;1
ESC_AC0507AA_AS;1;1;1;1;1
ESC_AC0508AA_AS;1;1;1;1;1
ESC_AC0509AA_AS;1;1;1;1;1
ESC_AC0510AA_AS;1;1;1;1;1
ESC_AC0511AA_AS;1;1;1;1;1
ESC_AC0512AA_AS;1;1;1;1;1
ESC_AC0513AA_AS;1;1;1;1;1
ESC_AC0514AA_AS;1;1;1;1;1
ESC_AC0515AA_AS;1;1;1;1;1
ESC_AC0516AA_AS;1;1;1;1;1
ESC_AC0517AA_AS;1;1;1;1;1
ESC_AC0518AA_AS;1;1;1;1;1
ESC_AC0545AA_AS;1;1;1;1;1
ESC_AC0546AA_AS;1;1;1;1;1
ESC_AC0547AA_AS;1;1;1;1;1
ESC_AC0548AA_AS;1;1;1;1;1
ESC_AC0549AA_AS;1;1;1;1;1
ESC_AC0552AA_AS;1;1;1;1;1
ESC_AC0553AA_AS;1;1;1;1;1
ESC_AC0554AA_AS;1;1;1;1;1
ESC_AC0555AA_AS;1;1;1;1;1
ESC_AC0556AA_AS;1;1;1;1;1
ESC_AC0557AA_AS;1;1;1;1;1
ESC_AC0558AA_AS;1;1;1;1;1
ESC_AC0559AA_AS;1;1;1;1;1
ESC_AC0560AA_AS;1;1;1;1;1
ESC_AC0561AA_AS;1;1;1;1;1
ESC_AC0562AA_AS;1;1;1;1;1
ESC_AC0563AA_AS;1;1;1;1;1
ESC_AC0564AA_AS;1;1;1;1;1
ESC_AC0572AA_AS;1;1;1;1;1
ESC_AC0573AA_AS;1;1;1;1;1
ESC_AC0574AA_AS;1;1;1;1;1
ESC_AC0575AA_AS;1;1;1;1;1
ESC_AC0576AA_AS;1;1;.;1;1
ESC_AC0577AA_AS;1;1;1;1;1
ESC_AC0578AA_AS;1;1;1;1;1
ESC_AC0579AA_AS;1;1;1;1;1
ESC_AC0580AA_AS;1;1;1;1;1
ESC_AC0581AA_AS;1;1;1;1;1
ESC_AC0582AA_AS;1;1;1;1;1
ESC_AC0583AA_AS;1;1;1;1;1
ESC_AC0584AA_AS;1;1;1;1;1
ESC_AC0585AA_AS;1;1;1;1;1
ESC_AC0586AA_AS;1;1;1;1;1
ESC_AC0587AA_AS;1;1;1;1;1
ESC_AC0588AA_AS;1;1;1;1;1
ESC_AC0589AA_AS;1;1;1;1;1
ESC_AC0590AA_AS;1;1;1;1;1
ESC_AC0591AA_AS;1;1;1;1;1
ESC_AC0592AA_AS;1;1;.;1;1
ESC_AC0593AA_AS;1;1;1;1;1
ESC_AC0594AA_AS;1;1;1;1;1
ESC_AC0595AA_AS;1;1;1;1;1
ESC_AC0596AA_AS;1;1;1;1;1
ESC_AC0597AA_AS;1;1;1;1;1
ESC_AC0598AA_AS;1;1;1;1;1
ESC_AC0599AA_AS;1;1;1;1;1
ESC_AC0600AA_AS;1;1;1;1;1
ESC_AC0601AA_AS;1;1;1;1;1
ESC_AC0602AA_AS;1;1;1;1;1
ESC_AC0603AA_AS;1;1;1;1;1
ESC_AC0604AA_AS;1;1;1;1;1
ESC_AC0605AA_AS;1;1;1;1;1
ESC_AC0606AA_AS;1;1;1;1;1
ESC_AC0607AA_AS;1;1;1;1;1
ESC_AC0608AA_AS;1;1;1;1;1
ESC_AC0609AA_AS;1;1;1;1;1
ESC_AC0610AA_AS;1;1;1;1;1
ESC_AC0611AA_AS;1;1;1;1;1
ESC_AC0612AA_AS;1;1;1;1;1
ESC_AC0613AA_AS;1;1;1;1;1
ESC_AC0614AA_AS;1;1;1;1;1
ESC_AC0615AA_AS;1;1;1;1;1
ESC_AC0616AA_AS;1;.;1;1;1
ESC_AC0617AA_AS;1;1;1;1;1
